Date,Bitly,Source,Tags,Clicks
4/5/22,bit.ly/togetherWI,http://partners.bit.ly/qr,HPO Target Market,1
5/10/22,bit.ly/togetherWI,direct,HPO Target Market,1
4/28/22,bit.ly/togetherDEN,http://partners.bit.ly/qr,DV Target Markets,1
5/5/22,bit.ly/togetherDEN,http://partners.bit.ly/qr,DV Target Markets,1
5/6/22,bit.ly/togetherDEN,http://partners.bit.ly/qr,DV Target Markets,1
5/9/22,bit.ly/togetherDEN,http://partners.bit.ly/qr,DV Target Markets,1
5/12/22,bit.ly/togetherDEN,http://partners.bit.ly/qr,DV Target Markets,1
4/1/22,bit.ly/togetherEP,http://partners.bit.ly/qr,DV Target Markets,1
4/5/22,bit.ly/togetherEP,http://partners.bit.ly/qr,DV Target Markets,4
4/11/22,bit.ly/togetherEP,http://partners.bit.ly/qr,DV Target Markets,1
4/12/22,bit.ly/togetherEP,http://partners.bit.ly/qr,DV Target Markets,1
5/5/22,bit.ly/togetherEP,http://partners.bit.ly/qr,DV Target Markets,1
5/6/22,bit.ly/togetherEP,http://partners.bit.ly/qr,DV Target Markets,1
4/5/22,bit.ly/togetherHTX,http://partners.bit.ly/qr,DV Target Markets,3
4/11/22,bit.ly/togetherHTX,http://partners.bit.ly/qr,DV Target Markets,1
4/12/22,bit.ly/togetherHTX,http://partners.bit.ly/qr,DV Target Markets,1
5/5/22,bit.ly/togetherHTX,http://partners.bit.ly/qr,DV Target Markets,1
5/6/22,bit.ly/togetherHTX,http://partners.bit.ly/qr,DV Target Markets,1
5/14/22,bit.ly/togetherHTX,http://partners.bit.ly/qr,DV Target Markets,3
4/5/22,bit.ly/togetherMS,http://partners.bit.ly/qr,DV Target Markets,3
4/11/22,bit.ly/togetherMS,http://partners.bit.ly/qr,DV Target Markets,1
5/5/22,bit.ly/togetherMS,http://partners.bit.ly/qr,DV Target Markets,1
4/5/22,bit.ly/togetherNC,http://partners.bit.ly/qr,DV Target Markets,2
4/11/22,bit.ly/togetherNC,http://partners.bit.ly/qr,DV Target Markets,1
5/5/22,bit.ly/togetherNC,http://partners.bit.ly/qr,DV Target Markets,1
5/11/22,bit.ly/togetherNC,direct,DV Target Markets,2
5/12/22,bit.ly/juntosDEN,http://partners.bit.ly/qr,DV Target Markets,1
4/5/22,bit.ly/juntosNOLA,http://partners.bit.ly/qr,LRC,1
4/5/22,bit.ly/juntosSHV,http://partners.bit.ly/qr,LRC,1
4/6/22,bit.ly/exploreAoU,direct,Researcher,1
4/13/22,bit.ly/exploreAoU,direct,Researcher,10
4/19/22,bit.ly/exploreAoU,direct,Researcher,3
4/20/22,bit.ly/exploreAoU,direct,Researcher,2
4/22/22,bit.ly/exploreAoU,direct,Researcher,1
5/7/22,bit.ly/exploreAoU,direct,Researcher,1
5/11/22,bit.ly/exploreAoU,direct,Researcher,1
5/13/22,bit.ly/exploreAoU,direct,Researcher,1
5/14/22,bit.ly/exploreAoU,http://partners.bit.ly/qr,Researcher,1
4/6/22,bit.ly/researchercommunity,direct,Researcher,2
4/7/22,bit.ly/researchercommunity,direct,Researcher,1
5/11/22,bit.ly/researchercommunity,direct,Researcher,1
4/6/22,bit.ly/AllofUs_MSRS,direct,MSRS,1
5/11/22,bit.ly/AllofUs_MSRS,direct,MSRS,1
4/5/22,bit.ly/togetherWA,http://partners.bit.ly/qr,DV Target Markets,2
4/11/22,bit.ly/togetherWA,http://partners.bit.ly/qr,DV Target Markets,1
4/22/22,bit.ly/togetherWA,direct,DV Target Markets,2
5/5/22,bit.ly/togetherWA,http://partners.bit.ly/qr,DV Target Markets,1
5/9/22,bit.ly/LGBTQI_PMT,direct,NY_PMT,1
5/10/22,bit.ly/LGBTQI_PMT,direct,NY_PMT,1
5/13/22,bit.ly/LGBTQI_PMT,direct,NY_PMT,1
5/9/22,bit.ly/NHCOA_PMT,direct,NY_PMT,2
5/9/22,bit.ly/NBNA_PMT,direct,pmt / NY_PMT,1
5/9/22,bit.ly/ACCESSNY_PMT,direct,NY_PMT,1
5/9/22,bit.ly/LULAC_PMT,direct,NY_PMT,1
5/9/22,bit.ly/AACN_PMT,direct,pmt / NY_PMT,1
4/5/22,bit.ly/ATLProviders,http://partners.bit.ly/qr,HPO Target Market,3
4/5/22,bit.ly/ATLProviders,https://www.rootedinresilience.co/,HPO Target Market,1
4/6/22,bit.ly/ATLProviders,direct,HPO Target Market,2
4/7/22,bit.ly/ATLProviders,https://www.rootedinresilience.co/,HPO Target Market,1
4/7/22,bit.ly/ATLProviders,direct,HPO Target Market,1
4/8/22,bit.ly/ATLProviders,direct,HPO Target Market,1
4/12/22,bit.ly/ATLProviders,https://www.rootedinresilience.co/,HPO Target Market,1
4/12/22,bit.ly/ATLProviders,https://www.google.com/,HPO Target Market,1
4/12/22,bit.ly/ATLProviders,http://partners.bit.ly/qr,HPO Target Market,1
4/13/22,bit.ly/ATLProviders,https://www.rootedinresilience.co/,HPO Target Market,2
